formalism;prep;Q1;Q1;Q1;Q2;Q2;Q2;Q3;Q3;Q3;Q4;Q4;Q4;Q5;Q5;Q5;Q6;Q6;Q6;Q7;Q7;Q7;Q8;Q8;Q8;Q9;Q9;Q9;Q10;Q10;Q10;Q11;Q11;Q11;Q12;Q12;Q12;Q13;Q13;Q13;Q14;Q14;Q14
mskr;15053092;580;2;2;-1;-1;-1;-1;-1;-1;3403495;2;2;25;22;12;1459526;901474;774854;1933362;1226167;856813;74;2;1;121;63;4;73;5;4;107880;102360;81545;106;2;3;502;119;130;-1;-1;-1
