formalism;query1;query2;query3;query4;query5;query6;query7;query8;query9;query10;query11;query12;query13;query13a;query14
rdfs;0.006247735737512509;585.2323335809633;0.009431108521918455;0.017643728603919346;0.036408001401772104;3.555059062472234;0.012380813714116812;0.41359136207029223;37.6609069313854;0.007019050419330597;0.009157683234661818;0.009977074960867563;0.008927479231109222;0.0;9.633309362300983
mskr;0.009644698972503344;124.77632938697934;0.007945204619318247;0.012402406272788843;0.0223447410389781;3.809764161861191;0.013679098648329576;0.46707390636826557;35.801855214871466;0.01236442600687345;0.00794432902087768;0.008606476398805777;0.007748149645825227;0.0;9.882156601020446
rdfs_plus;0.007969711596767107;737.8597573582083;0.008451403739551703;0.015289124722282091;0.023248418234288692;3.69379006838426;0.011898414231836796;0.4441816004303594;37.01576588613292;0.01146377498904864;0.00884276938935121;0.009551830124109983;0.00795896165072918;0.0;9.852915016313395
owl_2_rl;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
